rank,score,keystone_team_id,mythic_level,dungeon_name,completed_at,clear_time_ms,keystone_time_ms,num_chests,affixes,player_name,player_class,player_spec,player_role,player_realm,player_faction
1,195,309228758,3,"Ara-Kara, City of Echoes",2024-11-26T15:27:10.000Z,1027886,1800999,3,Xal'atath's Bargain: Oblivion,飞行兵,Druid,Guardian,tank,Eldre'Thalas
1,195,309228758,3,"Ara-Kara, City of Echoes",2024-11-26T15:27:10.000Z,1027886,1800999,3,Xal'atath's Bargain: Oblivion,法克世界,Priest,Shadow,dps,Thunderlord
1,195,309228758,3,"Ara-Kara, City of Echoes",2024-11-26T15:27:10.000Z,1027886,1800999,3,Xal'atath's Bargain: Oblivion,邪火,Warlock,Destruction,dps,Shadow Labyrinth
1,195,309228758,3,"Ara-Kara, City of Echoes",2024-11-26T15:27:10.000Z,1027886,1800999,3,Xal'atath's Bargain: Oblivion,先积分后求导,Monk,Mistweaver,healer,Deathwing
1,195,309228758,3,"Ara-Kara, City of Echoes",2024-11-26T15:27:10.000Z,1027886,1800999,3,Xal'atath's Bargain: Oblivion,你看见我了吗,Mage,Frost,dps,Thunderlord
2,194.9,301591127,3,"Ara-Kara, City of Echoes",2024-10-20T08:34:54.000Z,1084193,1800999,2,Xal'atath's Bargain: Oblivion,Serendipiity,Shaman,Elemental,dps,Al'ar
2,194.9,301591127,3,"Ara-Kara, City of Echoes",2024-10-20T08:34:54.000Z,1084193,1800999,2,Xal'atath's Bargain: Oblivion,走路的云,Hunter,Marksmanship,dps,Al'ar
2,194.9,301591127,3,"Ara-Kara, City of Echoes",2024-10-20T08:34:54.000Z,1084193,1800999,2,Xal'atath's Bargain: Oblivion,Miyoshiayaka,Priest,Discipline,healer,Dark Iron
2,194.9,301591127,3,"Ara-Kara, City of Echoes",2024-10-20T08:34:54.000Z,1084193,1800999,2,Xal'atath's Bargain: Oblivion,云不来,Warrior,Protection,tank,Shadowmourne
2,194.9,301591127,3,"Ara-Kara, City of Echoes",2024-10-20T08:34:54.000Z,1084193,1800999,2,Xal'atath's Bargain: Oblivion,拉娅,Death Knight,Frost,dps,The Golden Plains
3,194.9,308736968,3,"Ara-Kara, City of Echoes",2024-11-23T13:30:03.000Z,1084674,1800999,2,Xal'atath's Bargain: Oblivion,闪电的触手,Shaman,Enhancement,dps,Argus
3,194.9,308736968,3,"Ara-Kara, City of Echoes",2024-11-23T13:30:03.000Z,1084674,1800999,2,Xal'atath's Bargain: Oblivion,Massive,Paladin,Holy,healer,Argus
3,194.9,308736968,3,"Ara-Kara, City of Echoes",2024-11-23T13:30:03.000Z,1084674,1800999,2,Xal'atath's Bargain: Oblivion,德三,Druid,Feral,dps,The Great Sea
3,194.9,308736968,3,"Ara-Kara, City of Echoes",2024-11-23T13:30:03.000Z,1084674,1800999,2,Xal'atath's Bargain: Oblivion,不可诉之轻,Warlock,Affliction,dps,Argus
3,194.9,308736968,3,"Ara-Kara, City of Echoes",2024-11-23T13:30:03.000Z,1084674,1800999,2,Xal'atath's Bargain: Oblivion,惊鸿丨索关,Demon Hunter,Vengeance,tank,Argus
4,193,309063398,3,"Ara-Kara, City of Echoes",2024-11-25T09:43:32.000Z,1177876,1800999,2,Xal'atath's Bargain: Oblivion,葶苈,Mage,Frost,dps,Valley of Kings
4,193,309063398,3,"Ara-Kara, City of Echoes",2024-11-25T09:43:32.000Z,1177876,1800999,2,Xal'atath's Bargain: Oblivion,曾丝黑,Paladin,Protection,tank,Burning Blade
4,193,309063398,3,"Ara-Kara, City of Echoes",2024-11-25T09:43:32.000Z,1177876,1800999,2,Xal'atath's Bargain: Oblivion,风雷企鹅,Shaman,Enhancement,dps,Aessina
4,193,309063398,3,"Ara-Kara, City of Echoes",2024-11-25T09:43:32.000Z,1177876,1800999,2,Xal'atath's Bargain: Oblivion,野性且迷人,Warrior,Fury,dps,Pandaren
4,193,309063398,3,"Ara-Kara, City of Echoes",2024-11-25T09:43:32.000Z,1177876,1800999,2,Xal'atath's Bargain: Oblivion,馨莲,Shaman,Restoration,healer,Silver Hand
5,189.2,297124682,3,"Ara-Kara, City of Echoes",2024-10-02T06:38:03.000Z,1357134,1800999,2,Xal'atath's Bargain: Oblivion,瓦东东,Death Knight,Unholy,dps,Grim Batol
5,189.2,297124682,3,"Ara-Kara, City of Echoes",2024-10-02T06:38:03.000Z,1357134,1800999,2,Xal'atath's Bargain: Oblivion,小鸟乖乖,Druid,Guardian,tank,Grim Batol
5,189.2,297124682,3,"Ara-Kara, City of Echoes",2024-10-02T06:38:03.000Z,1357134,1800999,2,Xal'atath's Bargain: Oblivion,哈吉龙,Evoker,Augmentation,dps,Grim Batol
