rank,score,keystone_team_id,mythic_level,dungeon_name,completed_at,clear_time_ms,keystone_time_ms,num_chests,affixes,player_name,player_class,player_spec,player_role,player_realm,player_faction
1,195,301085541,3,"Ara-Kara, City of Echoes",2024-10-18T12:22:51.000Z,641642,1800999,3,Xal'atath's Bargain: Oblivion,啊薩布魯,Shaman,Elemental,dps,Zealot Blade
1,195,301085541,3,"Ara-Kara, City of Echoes",2024-10-18T12:22:51.000Z,641642,1800999,3,Xal'atath's Bargain: Oblivion,黑毛牛,Druid,Guardian,tank,Dragonmaw
1,195,301085541,3,"Ara-Kara, City of Echoes",2024-10-18T12:22:51.000Z,641642,1800999,3,Xal'atath's Bargain: Oblivion,艾法甸-226335221,Shaman,Elemental,dps,Arygos
1,195,301085541,3,"Ara-Kara, City of Echoes",2024-10-18T12:22:51.000Z,641642,1800999,3,Xal'atath's Bargain: Oblivion,潔蘿露爾,Paladin,Retribution,dps,Nightsong
1,195,301085541,3,"Ara-Kara, City of Echoes",2024-10-18T12:22:51.000Z,641642,1800999,3,Xal'atath's Bargain: Oblivion,貓老地瓜,Death Knight,Frost,dps,Stormscale
2,195,308585394,3,"Ara-Kara, City of Echoes",2024-11-22T15:12:24.000Z,788309,1800999,3,Xal'atath's Bargain: Oblivion,楓糖大叔,Death Knight,Blood,tank,Shadowmoon
2,195,308585394,3,"Ara-Kara, City of Echoes",2024-11-22T15:12:24.000Z,788309,1800999,3,Xal'atath's Bargain: Oblivion,倩影舞蛾眉,Priest,Discipline,healer,Chillwind Point
2,195,308585394,3,"Ara-Kara, City of Echoes",2024-11-22T15:12:24.000Z,788309,1800999,3,Xal'atath's Bargain: Oblivion,腸粉,Warrior,Fury,dps,Quel'dorei
2,195,308585394,3,"Ara-Kara, City of Echoes",2024-11-22T15:12:24.000Z,788309,1800999,3,Xal'atath's Bargain: Oblivion,一拳小熊熊,Warlock,Destruction,dps,Zealot Blade
2,195,308585394,3,"Ara-Kara, City of Echoes",2024-11-22T15:12:24.000Z,788309,1800999,3,Xal'atath's Bargain: Oblivion,醉者生存,Hunter,Survival,dps,Quel'dorei
3,195,309218900,3,"Ara-Kara, City of Echoes",2024-11-26T13:37:14.000Z,789035,1800999,3,Xal'atath's Bargain: Oblivion,梅茲魯,Shaman,Enhancement,dps,Nightsong
3,195,309218900,3,"Ara-Kara, City of Echoes",2024-11-26T13:37:14.000Z,789035,1800999,3,Xal'atath's Bargain: Oblivion,畫蛇不添足,Evoker,Preservation,healer,Chillwind Point
3,195,309218900,3,"Ara-Kara, City of Echoes",2024-11-26T13:37:14.000Z,789035,1800999,3,Xal'atath's Bargain: Oblivion,一驚雷一,Shaman,Enhancement,dps,Icecrown
3,195,309218900,3,"Ara-Kara, City of Echoes",2024-11-26T13:37:14.000Z,789035,1800999,3,Xal'atath's Bargain: Oblivion,芋香烤饅頭,Warlock,Destruction,dps,Nightsong
