rank,score,keystone_team_id,mythic_level,dungeon_name,completed_at,clear_time_ms,keystone_time_ms,num_chests,affixes,player_name,player_class,player_spec,player_role,player_realm,player_faction
1,195,304212523,3,"Ara-Kara, City of Echoes",2024-09-21T08:14:31.000Z,858615,1800999,3,Xal'atath's Bargain: Ascendant,高槻泉,Shaman,Enhancement,dps,Well of Eternity
1,195,304212523,3,"Ara-Kara, City of Echoes",2024-09-21T08:14:31.000Z,858615,1800999,3,Xal'atath's Bargain: Ascendant,小只萌迪凯,Death Knight,Blood,tank,Ravencrest
1,195,304212523,3,"Ara-Kara, City of Echoes",2024-09-21T08:14:31.000Z,858615,1800999,3,Xal'atath's Bargain: Ascendant,弦卷心丷,Monk,Mistweaver,healer,Silver Hand
1,195,304212523,3,"Ara-Kara, City of Echoes",2024-09-21T08:14:31.000Z,858615,1800999,3,Xal'atath's Bargain: Ascendant,Rias,Warlock,Demonology,dps,Ravencrest
1,195,304212523,3,"Ara-Kara, City of Echoes",2024-09-21T08:14:31.000Z,858615,1800999,3,Xal'atath's Bargain: Ascendant,吾敌,Death Knight,Frost,dps,Well of Eternity
2,195,294936833,3,"Ara-Kara, City of Echoes",2024-09-24T15:04:13.000Z,1025710,1800999,3,Xal'atath's Bargain: Ascendant,Cpatainuc,Demon Hunter,Vengeance,tank,Doomwalker
2,195,294936833,3,"Ara-Kara, City of Echoes",2024-09-24T15:04:13.000Z,1025710,1800999,3,Xal'atath's Bargain: Ascendant,秦始皇二一四,Shaman,Restoration,healer,Hyjal
2,195,294936833,3,"Ara-Kara, City of Echoes",2024-09-24T15:04:13.000Z,1025710,1800999,3,Xal'atath's Bargain: Ascendant,博丽魔理沙,Mage,Arcane,dps,Hyjal
2,195,294936833,3,"Ara-Kara, City of Echoes",2024-09-24T15:04:13.000Z,1025710,1800999,3,Xal'atath's Bargain: Ascendant,沉默的牧師,Priest,Shadow,dps,Hyjal
2,195,294936833,3,"Ara-Kara, City of Echoes",2024-09-24T15:04:13.000Z,1025710,1800999,3,Xal'atath's Bargain: Ascendant,沉默的大酋长,Warrior,Fury,dps,Hyjal
