rank,score,keystone_team_id,mythic_level,dungeon_name,completed_at,clear_time_ms,keystone_time_ms,num_chests,affixes,player_name,player_class,player_spec,player_role,player_realm,player_faction
1,195,303386652,3,"Ara-Kara, City of Echoes",2024-10-27T23:25:08.000Z,751027,1800999,3,Xal'atath's Bargain: Ascendant,민트비여우,Hunter,Beast Mastery,dps,Azshara
1,195,303386652,3,"Ara-Kara, City of Echoes",2024-10-27T23:25:08.000Z,751027,1800999,3,Xal'atath's Bargain: Ascendant,우끼라스,Druid,Restoration,healer,Azshara
1,195,303386652,3,"Ara-Kara, City of Echoes",2024-10-27T23:25:08.000Z,751027,1800999,3,Xal'atath's Bargain: Ascendant,김쪼꼬,Warlock,Destruction,dps,Norgannon
1,195,303386652,3,"Ara-Kara, City of Echoes",2024-10-27T23:25:08.000Z,751027,1800999,3,Xal'atath's Bargain: Ascendant,성기사성기삽니다,Paladin,Retribution,dps,Norgannon
1,195,303386652,3,"Ara-Kara, City of Echoes",2024-10-27T23:25:08.000Z,751027,1800999,3,Xal'atath's Bargain: Ascendant,와바바박,Warrior,Protection,tank,Azshara
2,195,303397163,3,"Ara-Kara, City of Echoes",2024-10-28T08:30:47.000Z,751332,1800999,3,Xal'atath's Bargain: Ascendant,세시린,Demon Hunter,Vengeance,tank,Windrunner
2,195,303397163,3,"Ara-Kara, City of Echoes",2024-10-28T08:30:47.000Z,751332,1800999,3,Xal'atath's Bargain: Ascendant,몸통,Death Knight,Unholy,dps,Azshara
2,195,303397163,3,"Ara-Kara, City of Echoes",2024-10-28T08:30:47.000Z,751332,1800999,3,Xal'atath's Bargain: Ascendant,오빠믿습니다,Monk,Mistweaver,healer,Azshara
2,195,303397163,3,"Ara-Kara, City of Echoes",2024-10-28T08:30:47.000Z,751332,1800999,3,Xal'atath's Bargain: Ascendant,항용십팔장,Warlock,Demonology,dps,Azshara
2,195,303397163,3,"Ara-Kara, City of Echoes",2024-10-28T08:30:47.000Z,751332,1800999,3,Xal'atath's Bargain: Ascendant,돌전령,Shaman,Elemental,dps,Azshara
3,195,293307568,3,"Ara-Kara, City of Echoes",2024-09-19T19:27:15.000Z,751767,1800999,3,Xal'atath's Bargain: Ascendant,광민씨,Death Knight,Blood,tank,Azshara
3,195,293307568,3,"Ara-Kara, City of Echoes",2024-09-19T19:27:15.000Z,751767,1800999,3,Xal'atath's Bargain: Ascendant,양백구-121917908,Paladin,Retribution,dps,Azshara
3,195,293307568,3,"Ara-Kara, City of Echoes",2024-09-19T19:27:15.000Z,751767,1800999,3,Xal'atath's Bargain: Ascendant,얍좌,Druid,Balance,dps,Azshara
3,195,293307568,3,"Ara-Kara, City of Echoes",2024-09-19T19:27:15.000Z,751767,1800999,3,Xal'atath's Bargain: Ascendant,파란퍼리-225024315,Shaman,Restoration,healer,Azshara
3,195,293307568,3,"Ara-Kara, City of Echoes",2024-09-19T19:27:15.000Z,751767,1800999,3,Xal'atath's Bargain: Ascendant,의은-226986561,Mage,Arcane,dps,Azshara
4,195,308386117,3,"Ara-Kara, City of Echoes",2024-11-20T16:11:06.000Z,763104,1800999,3,Xal'atath's Bargain: Ascendant,Xtrain,Druid,Guardian,tank,Azshara
4,195,308386117,3,"Ara-Kara, City of Echoes",2024-11-20T16:11:06.000Z,763104,1800999,3,Xal'atath's Bargain: Ascendant,Mocky,Priest,Discipline,healer,Azshara
4,195,308386117,3,"Ara-Kara, City of Echoes",2024-11-20T16:11:06.000Z,763104,1800999,3,Xal'atath's Bargain: Ascendant,마법사포도,Mage,Frost,dps,Azshara
4,195,308386117,3,"Ara-Kara, City of Echoes",2024-11-20T16:11:06.000Z,763104,1800999,3,Xal'atath's Bargain: Ascendant,써나짱,Demon Hunter,Havoc,dps,Azshara
4,195,308386117,3,"Ara-Kara, City of Echoes",2024-11-20T16:11:06.000Z,763104,1800999,3,Xal'atath's Bargain: Ascendant,화각,Paladin,Retribution,dps,Azshara
5,195,303681220,3,"Ara-Kara, City of Echoes",2024-10-29T18:24:30.000Z,763175,1800999,3,Xal'atath's Bargain: Ascendant,액정,Druid,Restoration,healer,Azshara
5,195,303681220,3,"Ara-Kara, City of Echoes",2024-10-29T18:24:30.000Z,763175,1800999,3,Xal'atath's Bargain: Ascendant,오닉스트라자,Shaman,Elemental,dps,Azshara
5,195,303681220,3,"Ara-Kara, City of Echoes",2024-10-29T18:24:30.000Z,763175,1800999,3,Xal'atath's Bargain: Ascendant,비니최강법사,Mage,Frost,dps,Windrunner
5,195,303681220,3,"Ara-Kara, City of Echoes",2024-10-29T18:24:30.000Z,763175,1800999,3,Xal'atath's Bargain: Ascendant,Brian,Druid,Guardian,tank,Azshara
5,195,303681220,3,"Ara-Kara, City of Echoes",2024-10-29T18:24:30.000Z,763175,1800999,3,Xal'atath's Bargain: Ascendant,독득,Death Knight,Unholy,dps,Azshara
6,195,308302536,3,"Ara-Kara, City of Echoes",2024-11-20T15:42:45.000Z,778293,1800999,3,Xal'atath's Bargain: Ascendant,고급연번,Shaman,Elemental,dps,Azshara
6,195,308302536,3,"Ara-Kara, City of Echoes",2024-11-20T15:42:45.000Z,778293,1800999,3,Xal'atath's Bargain: Ascendant,동글동글,Druid,Guardian,tank,Azshara
6,195,308302536,3,"Ara-Kara, City of Echoes",2024-11-20T15:42:45.000Z,778293,1800999,3,Xal'atath's Bargain: Ascendant,새이끼,Warrior,Fury,dps,Azshara
6,195,308302536,3,"Ara-Kara, City of Echoes",2024-11-20T15:42:45.000Z,778293,1800999,3,Xal'atath's Bargain: Ascendant,진홍색브렐,Death Knight,Frost,dps,Azshara
6,195,308302536,3,"Ara-Kara, City of Echoes",2024-11-20T15:42:45.000Z,778293,1800999,3,Xal'atath's Bargain: Ascendant,러키비취,Monk,Mistweaver,healer,Azshara
7,195,308166159,3,"Ara-Kara, City of Echoes",2024-11-19T14:26:46.000Z,779935,1800999,3,Xal'atath's Bargain: Ascendant,엘라스모사우루스,Priest,Holy,healer,Azshara
7,195,308166159,3,"Ara-Kara, City of Echoes",2024-11-19T14:26:46.000Z,779935,1800999,3,Xal'atath's Bargain: Ascendant,강룔,Paladin,Protection,tank,Hyjal
7,195,308166159,3,"Ara-Kara, City of Echoes",2024-11-19T14:26:46.000Z,779935,1800999,3,Xal'atath's Bargain: Ascendant,존버킹,Hunter,Beast Mastery,dps,Azshara
7,195,308166159,3,"Ara-Kara, City of Echoes",2024-11-19T14:26:46.000Z,779935,1800999,3,Xal'atath's Bargain: Ascendant,핫똥꾸,Mage,Arcane,dps,Azshara
7,195,308166159,3,"Ara-Kara, City of Echoes",2024-11-19T14:26:46.000Z,779935,1800999,3,Xal'atath's Bargain: Ascendant,술사하까,Shaman,Enhancement,dps,Azshara
8,195,307915736,3,"Ara-Kara, City of Echoes",2024-11-18T13:55:36.000Z,780370,1800999,3,Xal'atath's Bargain: Ascendant,스마스,Paladin,Retribution,dps,Hyjal
8,195,307915736,3,"Ara-Kara, City of Echoes",2024-11-18T13:55:36.000Z,780370,1800999,3,Xal'atath's Bargain: Ascendant,Sixmask-68921429,Paladin,Protection,tank,Azshara
8,195,307915736,3,"Ara-Kara, City of Echoes",2024-11-18T13:55:36.000Z,780370,1800999,3,Xal'atath's Bargain: Ascendant,토템님질풍좀,Shaman,Enhancement,dps,Azshara
